n, t, workers, frac, accesses, kernel_total, kernel_average, kernel_median, task_cleanup_total, task_cleanup_average, task_cleanup_median, task_spawn_total
500, 1000, 15, 0.05, 5, 18499152547, 493310.7345866667, 228017.0, 0, nan, nan, 0
500, 1000, 15, 0.05, 10, 30419186895, 405589.1586, 268309.0, 0, nan, nan, 0
500, 2000, 15, 0.05, 1, 8133789584, 1084505.2778666667, 1024747.5, 0, nan, nan, 0
500, 2000, 15, 0.05, 5, 24210072928, 645601.9447466667, 270379.0, 0, nan, nan, 0
500, 2000, 15, 0.05, 10, 46317438940.0, 617582.3213952372, 161423.5, 0, nan, nan, 0
500, 4000, 15, 0.05, 1, 13516190034, 1802158.6712, 1805047.0, 0, nan, nan, 0
500, 4000, 15, 0.05, 5, 21340228703, 569072.7654133333, 337327.5, 0, nan, nan, 0
500, 4000, 15, 0.05, 10, 46201122877, 616014.9716933334, 418891.0, 0, nan, nan, 0
500, 16000, 15, 0.05, 1, 44664065955, 5955208.794, 5914335.5, 0, nan, nan, 0
500, 16000, 15, 0.05, 5, 15772268475, 420593.826, 81998.5, 0, nan, nan, 0
500, 16000, 15, 0.05, 10, 48713780016, 649517.06688, 625699.0, 0, nan, nan, 0
500, 32000, 15, 0.05, 1, 88300103380, 11773347.117333334, 11766938.5, 0, nan, nan, 0
500, 32000, 15, 0.05, 5, 19544184454, 521178.2521066667, 10961.0, 0, nan, nan, 0
500, 32000, 15, 0.05, 10, 15849619011, 211328.25348, 7671.0, 0, nan, nan, 0
500, 64000, 15, 0.05, 1, 172916265626, 23055502.083466668, 23029141.0, 0, nan, nan, 0
500, 64000, 15, 0.05, 5, 36529159993, 974110.9331466666, 11774.5, 0, nan, nan, 0
500, 64000, 15, 0.05, 10, 20338696951, 271182.6260133333, 6863.5, 0, nan, nan, 0
1000, 500, 15, 0.05, 1, 9653228870, 643548.5913333333, 629462.5, 0, nan, nan, 0
1000, 500, 15, 0.05, 5, 36241511483, 483220.1531066667, 198588.0, 0, nan, nan, 0
1000, 500, 15, 0.05, 10, 69094424706, 460629.49804, 313567.0, 0, nan, nan, 0
1000, 1000, 1, 0.05, 1, 3813513, 3813.513, 3332.0, 0, nan, nan, 0
1000, 1000, 15, 0.05, 1, 10544047100, 702936.4733333334, 638444.0, 0, nan, nan, 0
